ID,Project Title,Requirements,Domain,Complexity Level,Description
41,Digital Asset Management System,REST API,Digital Asset Management,Intermediate,Digital asset management system helps organizations organize store recover and share digital assets
41,Digital Asset Management System,SQL or NoSQL databases,Digital Asset Management,Intermediate,Digital asset management system helps organizations organize store recover and share digital assets
42,Automated Trading System,Python,Finance,Advanced,"a subset of algorithmic trading, uses a computer program to create buy and sell orders and automatically submits the orders to a market center or exchange."
42,Automated Trading System, Algorithmic Trading,Finance,Advanced,"a subset of algorithmic trading, uses a computer program to create buy and sell orders and automatically submits the orders to a market center or exchange."
42,Automated Trading System,Machine Learning,Finance,Advanced,"a subset of algorithmic trading, uses a computer program to create buy and sell orders and automatically submits the orders to a market center or exchange."
42,Automated Trading System,Deep Learning,Finance,Advanced,"a subset of algorithmic trading, uses a computer program to create buy and sell orders and automatically submits the orders to a market center or exchange."
42,Automated Trading System,REST API,Finance,Advanced,"a subset of algorithmic trading, uses a computer program to create buy and sell orders and automatically submits the orders to a market center or exchange."
43,Health and Wellness App,Python,Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,Django (for web development),Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,Flask (for web development),Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,HTML,Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,CSS,Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,JavaScript (for frontend development),Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,REST API,Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
43,Health and Wellness App,Machine Learning (optional),Health and Wellness,Intermediate,"an application that can be downloaded on any mobile device and used anywhere to get fit. Fitness apps are designed to help with exercise, other types of physical training, nutrition and diet, and other ways to get fit"
44,Recommendation System,Python,E-commerce,Intermediate,"an artificial intelligence or AI algorithm, usually associated with machine learning, that uses Big Data to suggest or recommend additional products to consumers."
44,Recommendation System, Machine Learning,E-commerce,Intermediate,"an artificial intelligence or AI algorithm, usually associated with machine learning, that uses Big Data to suggest or recommend additional products to consumers."
44,Recommendation System, Deep Learning,E-commerce,Intermediate,"an artificial intelligence or AI algorithm, usually associated with machine learning, that uses Big Data to suggest or recommend additional products to consumers."
44,Recommendation System,Natural Language Processing (NLP),E-commerce,Intermediate,"an artificial intelligence or AI algorithm, usually associated with machine learning, that uses Big Data to suggest or recommend additional products to consumers."
